ax;ay;az;temp;dax;day;daz;iax;iay;iaz;norm
-0.75;-0.55;0.49;22504;1.02;-4.68;2.23;-14.09;-1.56;6.15;1.11
-0.84;-0.66;0.55;22504;-0.90;-1.06;0.62;-14.17;-1.63;6.20;1.44
-0.82;-0.54;0.49;22504;0.23;1.19;-0.61;-14.26;-1.68;6.25;1.20
-0.83;0.09;0.18;22504;-0.16;6.32;-3.12;-14.34;-1.67;6.27;0.73
-0.85;0.08;0.16;22505;-0.22;-0.13;-0.14;-14.42;-1.66;6.29;0.76
-0.74;0.46;0.28;22505;1.18;3.81;1.15;-14.50;-1.62;6.31;0.83
-0.83;0.21;0.32;22505;-0.89;-2.55;0.45;-14.58;-1.60;6.35;0.83
-0.85;0.02;0.25;22505;-0.25;-1.80;-0.76;-14.67;-1.59;6.37;0.79
-0.83;-0.10;0.30;22505;0.21;-1.22;0.55;-14.75;-1.60;6.40;0.79
-0.76;-0.61;0.51;22505;0.74;-5.09;2.03;-14.82;-1.66;6.45;1.19
-0.79;-0.41;0.47;22505;-0.32;1.99;-0.32;-14.90;-1.70;6.50;1.01
-0.84;-0.49;0.44;22505;-0.55;-0.84;-0.32;-14.99;-1.75;6.54;1.15
-0.81;-0.06;0.32;22505;0.27;4.27;-1.26;-15.07;-1.76;6.58;0.77
-0.88;0.62;0.01;22505;-0.64;6.84;-3.05;-15.16;-1.70;6.58;1.16
-0.73;0.22;0.44;22506;1.49;-3.97;4.24;-15.23;-1.67;6.62;0.77
-0.77;0.50;0.23;22506;-0.41;2.74;-2.07;-15.31;-1.63;6.64;0.90
-0.83;-0.03;0.36;22506;-0.55;-5.27;1.28;-15.39;-1.63;6.68;0.81
-0.84;-0.09;0.28;22506;-0.16;-0.58;-0.78;-15.47;-1.64;6.71;0.79
-0.82;-0.46;0.44;22506;0.23;-3.74;1.65;-15.55;-1.68;6.75;1.08
-0.77;-0.63;0.57;22506;0.50;-1.69;1.23;-15.63;-1.75;6.81;1.31
-0.82;-0.43;0.42;22506;-0.50;1.98;-1.45;-15.71;-1.79;6.85;1.03
-0.84;-0.15;0.35;22506;-0.19;2.81;-0.76;-15.80;-1.80;6.89;0.84
-0.83;0.17;0.26;22506;0.05;3.22;-0.88;-15.88;-1.79;6.91;0.79
-0.82;0.02;0.26;22506;0.08;-1.55;-0.00;-15.96;-1.79;6.94;0.75
-0.75;0.49;0.28;22507;0.77;4.76;0.23;-16.04;-1.74;6.97;0.88
-0.86;0.09;0.32;22507;-1.15;-4.01;0.39;-16.12;-1.73;7.00;0.85
-0.84;0.18;0.27;225032;0.00;0.00;0.00;-0.08;0.02;0.03;0.81
-0.79;0.21;0.16;225032;0.47;0.26;-1.17;-0.16;0.04;0.04;0.70
-0.78;0.66;0.24;225032;0.17;4.57;0.80;-0.24;0.11;0.07;1.10
-0.86;-0.07;0.39;225032;-0.85;-7.33;1.55;-0.33;0.10;0.11;0.90
-0.88;-0.09;0.23;225032;-0.14;-0.23;-1.57;-0.41;0.09;0.13;0.83
-0.82;-0.40;0.42;225032;0.59;-3.06;1.90;-0.50;0.05;0.17;1.01
-0.79;-0.64;0.59;225032;0.29;-2.41;1.66;-0.58;-0.01;0.23;1.38
-0.79;-0.34;0.42;225032;-0.03;2.96;-1.70;-0.65;-0.05;0.27;0.92
-0.84;0.00;0.26;225032;-0.53;3.46;-1.65;-0.74;-0.05;0.30;0.78
-0.80;0.33;0.24;225032;0.47;3.28;-0.19;-0.82;-0.02;0.32;0.80
-0.76;0.32;0.46;225033;0.39;-0.11;2.24;-0.89;0.02;0.37;0.89
-0.78;0.45;0.16;225033;-0.24;1.31;-2.99;-0.97;0.06;0.38;0.84
-0.84;-0.05;0.28;225033;-0.62;-5.01;1.21;-1.06;0.06;0.41;0.79
-0.86;-0.33;0.35;225033;-0.21;-2.75;0.66;-1.14;0.02;0.45;0.97
-0.70;-0.75;0.58;225033;1.67;-4.29;2.35;-1.21;-0.05;0.51;1.40
-0.83;-0.47;0.47;225033;-1.35;2.88;-1.12;-1.30;-0.10;0.55;1.13
-0.83;-0.06;0.33;225033;0.08;4.06;-1.45;-1.38;-0.10;0.59;0.79
-0.76;-0.20;0.41;225033;0.66;-1.42;0.88;-1.45;-0.12;0.63;0.79
-0.76;0.13;0.31;225033;0.00;3.33;-1.00;-1.53;-0.11;0.66;0.69
-0.72;0.51;0.32;225033;0.36;3.80;0.06;-1.60;-0.06;0.69;0.89
-0.84;0.09;0.35;225034;-1.13;-4.21;0.25;-1.69;-0.05;0.72;0.83
-0.84;-0.06;0.28;225034;-0.06;-1.49;-0.68;-1.77;-0.06;0.75;0.79
-0.83;-0.34;0.38;225034;0.14;-2.82;1.04;-1.85;-0.09;0.79;0.95
-0.77;-0.69;0.59;225034;0.57;-3.48;2.08;-1.93;-0.16;0.85;1.42
-0.84;-0.41;0.44;225034;-0.64;2.77;-1.51;-2.01;-0.20;0.89;1.06
-0.84;-0.20;0.38;225034;-0.08;2.12;-0.61;-2.10;-0.22;0.93;0.90
-0.82;0.14;0.25;225034;0.28;3.41;-1.27;-2.18;-0.21;0.96;0.75
-0.82;0.13;0.33;225034;-0.03;-0.09;0.85;-2.26;-0.19;0.99;0.80
-0.73;0.51;0.27;225034;0.90;3.83;-0.66;-2.34;-0.14;1.02;0.87
-0.85;0.14;0.31;225034;-1.25;-3.79;0.37;-2.42;-0.13;1.05;0.84
-0.84;-0.04;0.29;225035;0.17;-1.74;-0.20;-2.50;-0.13;1.08;0.78
-0.82;-0.35;0.41;225035;0.17;-3.14;1.25;-2.59;-0.17;1.12;0.97
-0.71;-0.71;0.58;225035;1.06;-3.59;1.72;-2.66;-0.24;1.17;1.36
-0.82;-0.32;0.40;225035;-1.08;3.88;-1.79;-2.74;-0.27;1.22;0.94
-0.83;-0.05;0.33;225035;-0.10;2.76;-0.70;-2.82;-0.28;1.25;0.81
-0.87;0.07;0.36;225035;-0.38;1.18;0.22;-2.91;-0.27;1.28;0.89
-0.79;0.21;0.35;225035;0.79;1.42;-0.10;-2.99;-0.25;1.32;0.79
-0.72;0.53;0.29;225035;0.67;3.15;-0.51;-3.06;-0.20;1.35;0.89
-0.85;0.10;0.32;225035;-1.26;-4.28;0.27;-3.15;-0.19;1.38;0.83
-0.84;0.01;0.28;225035;0.12;-0.90;-0.42;-3.23;-0.19;1.41;0.78
-0.81;-0.21;0.32;225036;0.33;-2.22;0.43;-3.31;-0.21;1.44;0.80
-0.72;-0.82;0.64;225036;0.82;-6.09;3.14;-3.38;-0.29;1.50;1.60
-0.82;-0.39;0.46;225036;-0.93;4.27;-1.80;-3.46;-0.33;1.55;1.03
-0.83;-0.18;0.36;225036;-0.13;2.15;-0.98;-3.55;-0.35;1.59;0.85
-0.82;0.09;0.28;225036;0.11;2.73;-0.80;-3.63;-0.34;1.61;0.76
-0.81;0.02;0.30;225036;0.13;-0.72;0.21;-3.71;-0.33;1.64;0.74
-0.74;0.49;0.27;225036;0.70;4.70;-0.28;-3.78;-0.29;1.67;0.86
-0.85;0.13;0.33;225036;-1.14;-3.64;0.56;-3.87;-0.27;1.70;0.84
-0.84;-0.01;0.26;225036;0.12;-1.32;-0.69;-3.95;-0.27;1.73;0.77
-0.82;-0.35;0.42;225036;0.19;-3.47;1.63;-4.03;-0.31;1.77;0.97
-0.71;-0.81;0.65;225037;1.05;-4.62;2.34;-4.11;-0.39;1.84;1.60
-0.83;-0.44;0.42;225037;-1.18;3.72;-2.35;-4.19;-0.43;1.88;1.06
-0.80;-0.04;0.32;225037;0.32;4.06;-1.03;-4.27;-0.44;1.91;0.74
-0.87;0.17;0.36;225037;-0.71;2.08;0.43;-4.36;-0.42;1.95;0.92
-0.76;0.11;0.34;225037;1.08;-0.61;-0.22;-4.43;-0.41;1.98;0.71
-0.72;0.52;0.29;225037;0.45;4.11;-0.49;-4.50;-0.36;2.01;0.87
-0.83;0.08;0.32;225037;-1.11;-4.38;0.28;-4.59;-0.35;2.04;0.79
-0.84;-0.04;0.27;225037;-0.12;-1.27;-0.48;-4.67;-0.35;2.07;0.78
-0.82;-0.41;0.42;225037;0.22;-3.65;1.53;-4.75;-0.40;2.11;1.01
-0.71;-0.83;0.63;225037;1.05;-4.17;2.08;-4.82;-0.48;2.17;1.59
-0.81;-0.34;0.40;225038;-0.94;4.91;-2.29;-4.90;-0.51;2.21;0.92
-0.83;-0.05;0.32;225038;-0.20;2.83;-0.81;-4.99;-0.52;2.24;0.79
-0.84;0.27;0.28;225038;-0.14;3.18;-0.43;-5.07;-0.49;2.27;0.85
-0.71;0.19;0.32;225038;1.31;-0.81;0.43;-5.14;-0.47;2.30;0.64
-0.73;0.52;0.29;225038;-0.21;3.38;-0.29;-5.21;-0.42;2.33;0.89
-0.85;0.01;0.36;225038;-1.17;-5.14;0.71;-5.30;-0.42;2.37;0.85
-0.85;-0.00;0.26;225038;-0.04;-0.14;-1.02;-5.38;-0.42;2.40;0.79
-0.83;-0.44;0.43;225038;0.23;-4.33;1.68;-5.47;-0.46;2.44;1.06
-0.75;-0.67;0.56;225038;0.78;-2.29;1.37;-5.54;-0.53;2.49;1.32
-0.79;-0.44;0.45;225038;-0.45;2.26;-1.14;-5.62;-0.57;2.54;1.03
-0.84;-0.07;0.31;225039;-0.49;3.68;-1.35;-5.71;-0.58;2.57;0.82
-0.83;0.14;0.27;225039;0.08;2.11;-0.47;-5.79;-0.57;2.60;0.79
-0.83;0.05;0.28;225039;0.07;-0.84;0.08;-5.87;-0.56;2.63;0.76
-0.78;0.43;0.33;225039;0.51;3.71;0.58;-5.95;-0.52;2.66;0.90
-0.82;0.21;0.33;225039;-0.41;-2.11;-0.01;-6.03;-0.50;2.69;0.82
-0.82;0.03;0.31;225039;0.01;-1.83;-0.18;-6.11;-0.49;2.72;0.77
-0.83;-0.07;0.31;225039;-0.15;-1.00;-0.05;-6.20;-0.50;2.75;0.79
-0.81;-0.53;0.47;225039;0.18;-4.66;1.56;-6.28;-0.55;2.80;1.16
-0.81;-0.58;0.56;225039;0.05;-0.42;0.97;-6.36;-0.61;2.86;1.30
-0.81;-0.23;0.37;225039;-0.04;3.50;-1.89;-6.44;-0.63;2.89;0.85
-0.82;-0.04;0.32;225040;-0.07;1.81;-0.50;-6.52;-0.64;2.93;0.78
-0.74;0.62;0.17;225040;0.79;6.69;-1.56;-6.59;-0.58;2.94;0.97
-0.76;0.37;0.43;225040;-0.20;-2.50;2.60;-6.67;-0.54;2.99;0.90
-0.76;0.32;0.24;225040;-0.03;-0.57;-1.86;-6.75;-0.51;3.01;0.74
-0.82;-0.03;0.31;225040;-0.57;-3.47;0.64;-6.83;-0.51;3.04;0.77
-0.84;-0.18;0.33;225040;-0.21;-1.48;0.25;-6.91;-0.53;3.07;0.85
-0.74;-0.68;0.54;225040;1.03;-5.05;2.07;-6.99;-0.60;3.13;1.30
-0.83;-0.45;0.50;225040;-0.91;2.29;-0.37;-7.07;-0.64;3.18;1.15
-0.80;-0.28;0.42;225040;0.27;1.76;-0.81;-7.15;-0.67;3.22;0.90
-0.83;0.01;0.28;225040;-0.27;2.84;-1.43;-7.23;-0.67;3.25;0.77
-0.76;0.49;0.19;225041;0.75;4.80;-0.84;-7.31;-0.62;3.27;0.85
-0.78;0.38;0.45;225041;-0.27;-1.08;2.52;-7.39;-0.58;3.31;0.96
-0.78;0.42;0.22;225041;0.01;0.41;-2.22;-7.47;-0.54;3.33;0.84
-0.82;-0.02;0.31;225041;-0.42;-4.41;0.83;-7.55;-0.54;3.37;0.77
-0.83;-0.15;0.32;225041;-0.09;-1.29;0.09;-7.63;-0.56;3.40;0.82
-0.73;-0.57;0.49;225041;1.02;-4.23;1.70;-7.70;-0.62;3.45;1.10
-0.82;-0.61;0.57;225041;-0.88;-0.33;0.83;-7.79;-0.68;3.50;1.36
-0.82;-0.21;0.32;225041;0.04;3.97;-2.49;-7.87;-0.70;3.53;0.81
-0.83;0.03;0.28;225041;-0.20;2.39;-0.44;-7.95;-0.69;3.56;0.77
-0.70;0.46;0.25;225041;1.35;4.33;-0.28;-8.02;-0.65;3.59;0.76
-0.74;0.47;0.31;225042;-0.37;0.09;0.62;-8.10;-0.60;3.62;0.86
-0.81;0.25;0.28;225042;-0.74;-2.20;-0.25;-8.18;-0.58;3.65;0.80
-0.84;-0.02;0.28;225042;-0.29;-2.67;-0.02;-8.26;-0.58;3.67;0.78
-0.81;-0.16;0.31;225042;0.24;-1.40;0.26;-8.34;-0.59;3.71;0.78
-0.69;-0.74;0.56;225042;1.26;-5.87;2.50;-8.41;-0.67;3.76;1.34
-0.80;-0.49;0.48;225042;-1.16;2.53;-0.77;-8.49;-0.72;3.81;1.12
-0.81;-0.07;0.35;225042;-0.01;4.24;-1.35;-8.57;-0.72;3.84;0.77
-0.78;-0.12;0.38;225042;0.22;-0.55;0.38;-8.65;-0.73;3.88;0.78
-0.72;0.12;0.30;225042;0.62;2.44;-0.84;-8.72;-0.72;3.91;0.63
-0.74;0.52;0.30;225042;-0.18;3.93;-0.02;-8.80;-0.67;3.94;0.90
-0.84;0.08;0.33;225043;-0.96;-4.41;0.36;-8.88;-0.66;3.98;0.82
-0.85;-0.06;0.26;225043;-0.18;-1.33;-0.71;-8.97;-0.67;4.00;0.80
-0.83;-0.38;0.43;225043;0.27;-3.24;1.63;-9.05;-0.71;4.04;1.01
-0.74;-0.81;0.61;225043;0.92;-4.32;1.80;-9.12;-0.79;4.11;1.57
-0.85;-0.40;0.42;225043;-1.13;4.18;-1.85;-9.21;-0.83;4.15;1.05
-0.80;-0.10;0.34;225043;0.51;2.91;-0.79;-9.29;-0.84;4.18;0.77
-0.85;0.09;0.28;225043;-0.55;1.94;-0.63;-9.37;-0.83;4.21;0.81
-0.75;0.09;0.24;225043;1.00;0.02;-0.39;-9.45;-0.82;4.23;0.63
-0.73;0.49;0.33;225043;0.22;4.01;0.87;-9.52;-0.77;4.27;0.88
-0.84;0.00;0.37;225043;-1.08;-4.87;0.40;-9.60;-0.77;4.30;0.84
-0.85;-0.08;0.27;225044;-0.13;-0.83;-0.92;-9.69;-0.78;4.33;0.81
-0.82;-0.38;0.42;225044;0.34;-3.05;1.42;-9.77;-0.82;4.37;0.99
-0.75;-0.72;0.63;225044;0.72;-3.38;2.15;-9.85;-0.89;4.44;1.48
-0.84;-0.44;0.44;225044;-0.92;2.85;-1.92;-9.93;-0.93;4.48;1.09
-0.83;-0.10;0.32;225044;0.07;3.38;-1.17;-10.01;-0.94;4.51;0.81
-0.85;0.10;0.29;225044;-0.15;1.95;-0.31;-10.10;-0.93;4.54;0.81
-0.77;0.05;0.28;225044;0.75;-0.50;-0.15;-10.18;-0.93;4.57;0.67
-0.73;0.50;0.30;225044;0.39;4.58;0.27;-10.25;-0.88;4.60;0.88
-0.84;0.04;0.32;225044;-1.09;-4.67;0.17;-10.33;-0.87;4.63;0.81
-0.83;-0.09;0.29;225044;0.10;-1.25;-0.35;-10.42;-0.88;4.66;0.78
-0.83;-0.41;0.42;225045;0.00;-3.27;1.34;-10.50;-0.92;4.70;1.04
-0.71;-0.73;0.62;225045;1.20;-3.15;1.96;-10.57;-1.00;4.76;1.42
-0.83;-0.38;0.42;225045;-1.19;3.53;-1.93;-10.65;-1.03;4.80;1.01
-0.83;-0.18;0.34;225045;0.03;1.97;-0.80;-10.74;-1.05;4.84;0.84
-0.84;0.22;0.25;225045;-0.11;4.01;-0.97;-10.82;-1.03;4.86;0.81
-0.85;-0.09;0.25;225045;-0.13;-3.15;0.04;-10.91;-1.04;4.89;0.80
-0.73;0.56;0.26;225045;1.21;6.58;0.09;-10.98;-0.98;4.91;0.92
-0.86;0.02;0.34;225045;-1.24;-5.46;0.86;-11.06;-0.98;4.95;0.85
-0.85;-0.10;0.28;225045;0.08;-1.14;-0.65;-11.15;-0.99;4.98;0.81
-0.82;-0.34;0.39;225045;0.29;-2.44;1.14;-11.23;-1.02;5.02;0.94
-0.74;-0.70;0.62;225046;0.74;-3.57;2.26;-11.31;-1.09;5.08;1.42
-0.83;-0.38;0.42;225046;-0.82;3.20;-2.00;-11.39;-1.13;5.12;1.00
-0.83;-0.10;0.35;225046;-0.03;2.73;-0.69;-11.47;-1.14;5.15;0.82
-0.83;0.13;0.28;225046;-0.02;2.34;-0.66;-11.55;-1.13;5.18;0.79
-0.83;0.10;0.32;225046;-0.00;-0.30;0.32;-11.64;-1.12;5.21;0.80
-0.73;0.50;0.30;225046;1.07;4.00;-0.12;-11.71;-1.07;5.25;0.87
-0.82;0.13;0.32;225046;-0.94;-3.74;0.18;-11.79;-1.06;5.28;0.79
-0.85;-0.06;0.28;225046;-0.28;-1.83;-0.45;-11.88;-1.06;5.30;0.80
-0.83;-0.35;0.39;225046;0.18;-2.92;1.14;-11.96;-1.10;5.34;0.96
-0.74;-0.70;0.59;225046;0.92;-3.52;1.96;-12.03;-1.17;5.40;1.38
-0.82;-0.49;0.45;225047;-0.81;2.11;-1.41;-12.12;-1.22;5.45;1.11
-0.80;-0.09;0.29;225047;0.18;3.97;-1.54;-12.20;-1.22;5.48;0.74
-0.82;0.15;0.27;225047;-0.20;2.38;-0.21;-12.28;-1.21;5.50;0.77
-0.81;-0.01;0.29;225047;0.10;-1.59;0.14;-12.36;-1.21;5.53;0.74
-0.73;0.54;0.31;225047;0.86;5.53;0.24;-12.43;-1.16;5.56;0.91
-0.85;0.07;0.32;225047;-1.20;-4.67;0.10;-12.52;-1.15;5.59;0.82
-0.84;-0.10;0.28;225047;0.05;-1.72;-0.36;-12.60;-1.16;5.62;0.79
-0.82;-0.37;0.39;225047;0.19;-2.77;1.09;-12.68;-1.20;5.66;0.97
-0.72;-0.72;0.61;225047;0.97;-3.44;2.22;-12.75;-1.27;5.72;1.42
-0.80;-0.29;0.38;225047;-0.77;4.29;-2.32;-12.84;-1.30;5.76;0.87
-0.83;0.04;0.27;225048;-0.23;3.33;-1.09;-12.92;-1.29;5.79;0.76
-0.87;0.46;0.22;225048;-0.45;4.18;-0.51;-13.00;-1.25;5.81;1.02
-0.76;0.20;0.46;225048;1.13;-2.59;2.42;-13.08;-1.23;5.86;0.83
-0.81;0.29;0.31;225048;-0.56;0.87;-1.54;-13.16;-1.20;5.89;0.84
-0.80;0.10;0.28;225048;0.15;-1.91;-0.28;-13.24;-1.19;5.92;0.73
-0.85;-0.09;0.30;225048;-0.47;-1.93;0.21;-13.33;-1.20;5.95;0.82
-0.80;-0.54;0.49;225048;0.49;-4.42;1.84;-13.41;-1.25;6.00;1.16
-0.78;-0.60;0.57;225048;0.18;-0.63;0.82;-13.48;-1.31;6.05;1.29
-0.79;-0.43;0.44;225048;-0.10;1.67;-1.27;-13.56;-1.36;6.10;1.01
-0.82;0.02;0.28;225048;-0.34;4.58;-1.60;-13.64;-1.35;6.13;0.76
-0.84;0.36;0.07;225049;-0.15;3.31;-2.16;-13.73;-1.32;6.13;0.83
-0.72;0.16;0.41;225049;1.19;-1.95;3.42;-13.80;-1.30;6.17;0.71
-0.72;0.46;0.30;225049;0.00;3.04;-1.11;-13.87;-1.25;6.20;0.82
-0.83;-0.01;0.37;225049;-1.10;-4.73;0.71;-13.96;-1.26;6.24;0.82
-0.87;-0.02;0.27;225049;-0.44;-0.08;-0.99;-14.04;-1.26;6.27;0.83
-0.84;-0.35;0.39;225049;0.31;-3.33;1.22;-14.13;-1.29;6.31;0.98
-0.70;-0.77;0.58;225049;1.41;-4.18;1.92;-14.20;-1.37;6.36;1.42
-0.80;-0.41;0.45;225049;-1.03;3.61;-1.39;-14.28;-1.41;6.41;1.01
-0.85;-0.17;0.37;225049;-0.45;2.33;-0.77;-14.36;-1.43;6.45;0.89
-0.81;0.11;0.27;225049;0.38;2.87;-0.99;-14.44;-1.42;6.47;0.75
-0.73;0.74;0.13;225050;0.86;6.25;-1.40;-14.52;-1.34;6.49;1.09
-0.78;0.33;0.43;225050;-0.51;-4.04;3.03;-14.59;-1.31;6.53;0.90
-0.80;0.32;0.24;225050;-0.21;-0.17;-1.97;-14.67;-1.28;6.55;0.79
-0.84;-0.04;0.29;225050;-0.42;-3.55;0.55;-14.76;-1.28;6.58;0.79
-0.85;-0.29;0.36;225050;-0.15;-2.51;0.66;-14.84;-1.31;6.62;0.94
-0.72;-0.63;0.52;225050;1.36;-3.39;1.63;-14.91;-1.37;6.67;1.18
-0.83;-0.43;0.45;225050;-1.15;2.02;-0.74;-15.00;-1.41;6.71;1.07
-0.81;-0.17;0.38;225050;0.27;2.55;-0.68;-15.08;-1.43;6.75;0.82
-0.83;-0.03;0.31;225050;-0.27;1.45;-0.66;-15.16;-1.43;6.78;0.79
-0.70;0.62;0.14;225050;1.35;6.50;-1.71;-15.23;-1.37;6.80;0.90
-0.78;0.29;0.46;225051;-0.78;-3.33;3.17;-15.31;-1.34;6.84;0.90
-0.71;0.41;0.30;225051;0.62;1.17;-1.54;-15.38;-1.30;6.87;0.77
-0.83;-0.02;0.30;225051;-1.14;-4.32;-0.02;-15.46;-1.30;6.90;0.78
-0.83;-0.14;0.30;225051;-0.05;-1.21;-0.03;-15.55;-1.32;6.93;0.81
-0.76;-0.67;0.57;225051;0.75;-5.30;2.73;-15.62;-1.39;6.99;1.36
-0.79;-0.49;0.52;225051;-0.31;1.84;-0.53;-15.70;-1.43;7.04;1.13
-0.81;-0.33;0.41;225051;-0.19;1.66;-1.10;-15.78;-1.47;7.08;0.93
-0.82;-0.04;0.31;225051;-0.07;2.80;-1.03;-15.86;-1.47;7.11;0.76
-0.83;0.23;0.30;225051;-0.15;2.76;-0.03;-15.95;-1.45;7.14;0.84
-0.76;0.21;0.28;225051;0.67;-0.26;-0.18;-16.02;-1.43;7.17;0.71
-0.76;0.48;0.29;225052;0.07;2.77;0.02;-16.10;-1.38;7.20;0.89
