ax;ay;az;temp;dax;day;daz;iax;iay;iaz;norm
-0.81;-0.23;0.40;22493;-0.07;1.73;-0.76;-7.05;-0.58;3.08;0.88
-0.82;0.06;0.27;22493;-0.07;2.84;-1.38;-7.13;-0.58;3.11;0.75
-0.84;0.99;0.15;22493;-0.19;9.39;-1.21;-7.21;-0.48;3.12;1.72
-0.79;0.45;0.34;22494;0.53;-5.47;1.97;-7.29;-0.43;3.16;0.94
-0.82;0.25;0.32;22494;-0.31;-1.94;-0.27;-7.37;-0.41;3.19;0.83
-0.83;0.09;0.27;22494;-0.11;-1.60;-0.50;-7.46;-0.40;3.21;0.77
-0.84;-0.06;0.30;22494;-0.10;-1.54;0.32;-7.54;-0.40;3.24;0.80
-0.81;-0.45;0.41;22494;0.29;-3.88;1.09;-7.62;-0.45;3.29;1.02
-0.78;-0.57;0.54;22494;0.26;-1.22;1.28;-7.70;-0.50;3.34;1.23
-0.83;-0.44;0.42;22494;-0.41;1.36;-1.15;-7.78;-0.55;3.38;1.05
-0.84;-0.06;0.30;22494;-0.16;3.73;-1.19;-7.87;-0.55;3.41;0.80
-0.73;0.57;0.08;22494;1.10;6.33;-2.17;-7.94;-0.50;3.42;0.87
-0.82;0.37;0.42;22494;-0.84;-1.96;3.36;-8.02;-0.46;3.46;0.98
-0.77;0.30;0.32;22495;0.44;-0.74;-1.01;-8.10;-0.43;3.49;0.79
-0.81;0.09;0.28;22495;-0.42;-2.12;-0.39;-8.18;-0.42;3.52;0.75
-0.84;-0.06;0.30;22495;-0.29;-1.44;0.19;-8.26;-0.43;3.55;0.80
-0.80;-0.41;0.41;22495;0.43;-3.52;1.15;-8.34;-0.47;3.59;0.98
-0.80;-0.61;0.55;22495;0.01;-2.01;1.38;-8.42;-0.53;3.65;1.31
-0.82;-0.54;0.46;22495;-0.18;0.71;-0.97;-8.50;-0.58;3.69;1.16
-0.81;0.00;0.26;22495;0.04;5.39;-1.99;-8.59;-0.58;3.72;0.73
-0.86;-0.11;0.48;22495;-0.50;-1.14;2.22;-8.67;-0.59;3.77;0.98
-0.76;0.16;0.47;22495;1.04;2.71;-0.04;-8.75;-0.58;3.81;0.82
-0.72;0.48;0.23;22495;0.34;3.27;-2.40;-8.82;-0.53;3.84;0.81
-0.85;0.01;0.35;22496;-1.28;-4.79;1.18;-8.91;-0.53;3.87;0.85
-0.86;0.02;0.27;22496;-0.09;0.18;-0.87;-8.99;-0.53;3.90;0.81
-0.82;-0.34;0.40;22496;0.41;-3.60;1.38;-9.07;-0.56;3.94;0.95
-0.79;-0.57;0.53;22496;0.34;-2.32;1.30;-9.15;-0.62;3.99;1.23
-0.82;-0.35;0.39;22496;-0.31;2.18;-1.40;-9.23;-0.65;4.03;0.95
-0.81;-0.27;0.41;22496;0.03;0.82;0.11;-9.32;-0.68;4.07;0.90
-0.81;0.06;0.28;22496;0.07;3.25;-1.25;-9.40;-0.67;4.10;0.73
-0.83;0.33;0.13;22496;-0.26;2.76;-1.47;-9.48;-0.64;4.11;0.82
-0.77;0.53;0.24;22496;0.62;1.97;1.07;-9.56;-0.59;4.14;0.93
-0.87;0.09;0.29;22496;-0.95;-4.35;0.47;-9.64;-0.58;4.17;0.84
-0.83;-0.00;0.25;22497;0.41;-0.95;-0.42;-9.73;-0.58;4.19;0.74
-0.82;-0.16;0.32;22497;0.07;-1.60;0.72;-9.81;-0.60;4.22;0.80
-0.77;-0.65;0.51;22497;0.44;-4.92;1.93;-9.88;-0.66;4.28;1.29
-0.81;-0.43;0.46;22497;-0.38;2.19;-0.51;-9.97;-0.70;4.32;1.06
-0.81;-0.28;0.39;22497;-0.01;1.52;-0.66;-10.05;-0.73;4.36;0.90
-0.83;0.10;0.25;22497;-0.14;3.87;-1.39;-10.13;-0.72;4.39;0.76
-0.73;0.53;0.19;22497;0.96;4.23;-0.68;-10.20;-0.67;4.40;0.85
-0.77;0.43;0.29;22497;-0.40;-0.93;1.00;-10.28;-0.63;4.43;0.86
-0.82;0.17;0.28;22497;-0.45;-2.60;-0.07;-10.36;-0.61;4.46;0.77
-0.82;0.04;0.28;22497;-0.05;-1.39;0.04;-10.44;-0.60;4.49;0.75
-0.84;-0.09;0.29;22498;-0.15;-1.22;0.11;-10.53;-0.61;4.52;0.79
-0.79;-0.53;0.48;22498;0.43;-4.42;1.91;-10.61;-0.67;4.57;1.14
-0.81;-0.48;0.48;22498;-0.18;0.53;-0.01;-10.69;-0.71;4.62;1.12
-0.80;-0.39;0.41;22498;0.06;0.90;-0.76;-10.77;-0.75;4.66;0.96
-0.86;-0.05;0.28;22498;-0.52;3.36;-1.29;-10.85;-0.76;4.68;0.81
-0.80;-0.12;0.49;22498;0.58;-0.71;2.14;-10.93;-0.77;4.73;0.89
-0.75;0.09;0.52;22498;0.52;2.09;0.28;-11.01;-0.76;4.79;0.84
-0.76;0.37;0.25;22498;-0.15;2.81;-2.76;-11.08;-0.72;4.81;0.78
-0.83;-0.02;0.33;22498;-0.67;-3.89;0.83;-11.17;-0.72;4.84;0.79
-0.84;-0.19;0.33;22498;-0.11;-1.68;-0.02;-11.25;-0.74;4.88;0.84
-0.79;-0.50;0.47;22499;0.46;-3.12;1.47;-11.33;-0.79;4.92;1.10
-0.81;-0.43;0.50;22499;-0.16;0.67;0.22;-11.41;-0.84;4.97;1.08
-0.82;-0.42;0.45;22499;-0.09;0.11;-0.47;-11.49;-0.88;5.02;1.05
-0.83;0.02;0.28;22499;-0.08;4.42;-1.66;-11.57;-0.88;5.05;0.76
-0.76;0.50;0.12;22499;0.62;4.79;-1.61;-11.65;-0.83;5.06;0.85
-0.78;0.32;0.44;22499;-0.15;-1.84;3.16;-11.73;-0.79;5.10;0.90
-0.77;0.35;0.20;22499;0.03;0.29;-2.36;-11.81;-0.76;5.12;0.76
-0.82;-0.03;0.29;22499;-0.43;-3.78;0.91;-11.89;-0.76;5.15;0.76
-0.82;-0.21;0.34;22499;-0.02;-1.82;0.43;-11.97;-0.78;5.19;0.83
-0.77;-0.63;0.53;22499;0.53;-4.21;1.97;-12.05;-0.85;5.24;1.28
-0.83;-0.35;0.48;224910;-0.63;2.87;-0.49;-12.13;-0.88;5.29;1.05
-0.83;-0.15;0.37;224910;0.01;2.02;-1.12;-12.21;-0.90;5.32;0.85
-0.86;-0.02;0.26;224910;-0.31;1.29;-1.17;-12.30;-0.90;5.35;0.80
-0.73;0.24;0.27;224910;1.25;2.59;0.13;-12.37;-0.87;5.38;0.67
-0.74;0.40;0.35;224910;-0.07;1.56;0.82;-12.45;-0.83;5.41;0.83
-0.77;0.37;0.27;224910;-0.24;-0.31;-0.76;-12.52;-0.80;5.44;0.80
-0.84;0.00;0.30;224910;-0.71;-3.66;0.29;-12.61;-0.80;5.47;0.79
-0.83;-0.10;0.30;224910;0.11;-0.98;0.01;-12.69;-0.81;5.50;0.78
-0.81;-0.54;0.47;224910;0.13;-4.42;1.68;-12.77;-0.86;5.55;1.17
-0.81;-0.50;0.51;224910;0.07;0.43;0.37;-12.85;-0.91;5.60;1.15
-0.83;-0.38;0.44;224911;-0.25;1.16;-0.68;-12.93;-0.95;5.64;1.03
-0.81;0.09;0.26;224911;0.22;4.70;-1.77;-13.02;-0.94;5.67;0.73
-0.73;0.54;0.26;224911;0.83;4.49;-0.06;-13.09;-0.89;5.70;0.89
-0.77;0.46;0.28;224911;-0.48;-0.77;0.18;-13.17;-0.84;5.72;0.89
-0.85;0.10;0.32;224911;-0.73;-3.64;0.44;-13.25;-0.83;5.75;0.83
-0.84;-0.02;0.28;224911;0.07;-1.24;-0.38;-13.33;-0.83;5.78;0.79
-0.81;-0.24;0.35;224911;0.31;-2.20;0.71;-13.41;-0.86;5.82;0.84
-0.77;-0.62;0.52;224911;0.37;-3.74;1.64;-13.49;-0.92;5.87;1.25
-0.80;-0.29;0.42;224911;-0.28;3.29;-0.99;-13.57;-0.95;5.91;0.90
-0.84;-0.38;0.43;224911;-0.35;-0.87;0.16;-13.66;-0.98;5.96;1.03
-0.81;0.11;0.25;224912;0.21;4.91;-1.88;-13.74;-0.97;5.98;0.74
-0.77;0.42;0.24;224912;0.46;3.01;-0.05;-13.81;-0.93;6.00;0.82
-0.77;0.45;0.28;224912;-0.02;0.32;0.40;-13.89;-0.89;6.03;0.87
-0.83;0.10;0.32;224912;-0.61;-3.50;0.37;-13.97;-0.88;6.06;0.80
-0.83;-0.05;0.26;224912;0.00;-1.52;-0.55;-14.06;-0.88;6.09;0.76
-0.82;-0.26;0.33;224912;0.15;-2.08;0.66;-14.14;-0.91;6.12;0.84
-0.74;-0.68;0.55;224912;0.75;-4.18;2.18;-14.21;-0.98;6.18;1.31
-0.82;-0.46;0.45;224912;-0.81;2.18;-0.98;-14.30;-1.02;6.22;1.09
-0.83;-0.17;0.35;224912;-0.08;2.94;-1.04;-14.38;-1.04;6.26;0.84
-0.86;0.21;0.14;224912;-0.28;3.82;-2.04;-14.46;-1.02;6.27;0.80
-0.78;0.03;0.30;224913;0.74;-1.80;1.59;-14.54;-1.01;6.30;0.71
-0.77;0.52;0.25;224913;0.18;4.81;-0.47;-14.62;-0.96;6.33;0.92
-0.84;0.05;0.32;224913;-0.73;-4.66;0.67;-14.70;-0.96;6.36;0.81
-0.84;-0.13;0.28;224913;-0.01;-1.78;-0.39;-14.79;-0.97;6.39;0.80
-0.80;-0.48;0.45;224913;0.38;-3.51;1.64;-14.87;-1.02;6.43;1.07
-0.79;-0.56;0.55;224913;0.10;-0.84;1.04;-14.95;-1.08;6.49;1.25
-0.81;-0.40;0.44;224913;-0.15;1.65;-1.07;-15.03;-1.12;6.53;1.01
-0.82;0.05;0.26;224913;-0.14;4.50;-1.86;-15.11;-1.11;6.56;0.74
-0.85;0.21;0.28;224913;-0.32;1.59;0.25;-15.20;-1.09;6.58;0.85
-0.79;0.18;0.48;224913;0.66;-0.32;1.93;-15.27;-1.07;6.63;0.88
-0.76;0.26;0.22;224914;0.23;0.82;-2.51;-15.35;-1.05;6.65;0.70
-0.83;-0.05;0.28;224914;-0.65;-3.13;0.54;-15.43;-1.05;6.68;0.77
-0.85;-0.35;0.37;224914;-0.17;-2.94;0.98;-15.52;-1.09;6.72;0.98
-0.75;-0.71;0.55;224914;0.97;-3.64;1.80;-15.59;-1.16;6.78;1.38
-0.84;-0.49;0.46;224914;-0.90;2.21;-0.94;-15.68;-1.21;6.82;1.16
-0.83;-0.11;0.33;224914;0.12;3.85;-1.29;-15.76;-1.22;6.85;0.80
-0.85;0.09;0.26;224914;-0.25;1.93;-0.67;-15.84;-1.21;6.88;0.80
-0.81;0.25;0.34;224914;0.46;1.61;0.71;-15.93;-1.18;6.91;0.82
-0.76;0.39;0.30;224914;0.42;1.46;-0.33;-16.00;-1.14;6.95;0.83
-0.82;0.16;0.30;224914;-0.60;-2.32;-0.02;-16.08;-1.13;6.98;0.79
-0.85;-0.04;0.27;224915;-0.22;-2.03;-0.28;-16.17;-1.13;7.00;0.79
-0.81;-0.24;0.34;224915;0.36;-1.97;0.65;-16.25;-1.16;7.04;0.83
-0.82;-0.26;0.37;224947;0.00;0.00;0.00;-0.08;-0.03;0.04;0.89
-0.82;-0.38;0.45;224947;0.06;-1.16;0.75;-0.16;-0.06;0.08;1.01
-0.72;-0.79;0.61;224947;0.97;-4.10;1.57;-0.24;-0.14;0.14;1.51
-0.85;-0.41;0.41;224947;-1.32;3.75;-1.92;-0.32;-0.18;0.18;1.07
-0.83;-0.17;0.37;224947;0.21;2.45;-0.42;-0.40;-0.20;0.22;0.86
-0.91;0.28;0.26;224947;-0.82;4.45;-1.10;-0.50;-0.17;0.25;0.98
-0.73;0.05;0.44;224947;1.87;-2.25;1.75;-0.57;-0.17;0.29;0.72
-0.74;0.50;0.26;224947;-0.11;4.50;-1.82;-0.64;-0.12;0.32;0.86
-0.87;0.00;0.40;224947;-1.30;-5.00;1.45;-0.73;-0.12;0.36;0.91
-0.87;-0.01;0.25;224948;-0.01;-0.14;-1.48;-0.82;-0.12;0.38;0.82
-0.80;-0.20;0.33;224948;0.66;-1.91;0.78;-0.90;-0.14;0.42;0.79
-0.75;-0.75;0.60;224948;0.54;-5.45;2.68;-0.97;-0.21;0.48;1.47
-0.80;-0.47;0.44;224948;-0.54;2.75;-1.53;-1.05;-0.26;0.52;1.06
-0.82;-0.19;0.38;224948;-0.20;2.83;-0.61;-1.13;-0.28;0.56;0.86
-0.84;0.12;0.25;224948;-0.22;3.08;-1.39;-1.22;-0.27;0.58;0.79
-0.81;-0.00;0.31;224948;0.31;-1.21;0.60;-1.30;-0.27;0.61;0.76
-0.74;0.51;0.27;224948;0.69;5.09;-0.36;-1.37;-0.21;0.64;0.88
-0.86;0.08;0.30;224948;-1.20;-4.23;0.32;-1.46;-0.21;0.67;0.85
-0.83;0.01;0.25;224948;0.34;-0.75;-0.52;-1.54;-0.21;0.70;0.75
-0.82;-0.27;0.35;224949;0.14;-2.84;1.05;-1.63;-0.23;0.73;0.87
-0.73;-0.66;0.52;224949;0.89;-3.89;1.66;-1.70;-0.30;0.78;1.24
-0.80;-0.62;0.50;224949;-0.71;0.42;-0.21;-1.78;-0.36;0.83;1.27
-0.84;-0.22;0.36;224949;-0.41;4.01;-1.44;-1.86;-0.38;0.87;0.88
-0.83;0.12;0.23;224949;0.11;3.36;-1.29;-1.95;-0.37;0.89;0.75
-0.75;-0.08;0.27;224949;0.80;-1.97;0.45;-2.02;-0.38;0.92;0.64
-0.76;0.55;0.26;224949;-0.08;6.28;-0.13;-2.10;-0.32;0.94;0.94
-0.84;0.02;0.33;224949;-0.87;-5.24;0.68;-2.18;-0.32;0.98;0.82
-0.85;0.01;0.22;224949;-0.06;-0.17;-1.04;-2.27;-0.32;1.00;0.77
-0.81;-0.23;0.34;224949;0.45;-2.39;1.16;-2.35;-0.34;1.03;0.82
-0.73;-0.71;0.57;224950;0.72;-4.80;2.31;-2.42;-0.42;1.09;1.37
-0.83;-0.46;0.47;224950;-0.94;2.52;-1.03;-2.50;-0.46;1.14;1.12
-0.83;-0.21;0.35;224950;-0.01;2.53;-1.14;-2.58;-0.48;1.17;0.85
-0.76;0.07;0.38;224950;0.64;2.79;0.22;-2.66;-0.48;1.21;0.73
-0.74;0.03;0.34;224950;0.26;-0.40;-0.39;-2.73;-0.47;1.24;0.66
-0.75;0.56;0.26;224950;-0.12;5.27;-0.78;-2.81;-0.42;1.27;0.94
-0.84;0.05;0.33;224950;-0.85;-5.05;0.74;-2.89;-0.41;1.30;0.81
-0.85;-0.12;0.28;224950;-0.19;-1.76;-0.58;-2.98;-0.42;1.33;0.82
-0.79;-0.40;0.41;224950;0.62;-2.81;1.39;-3.06;-0.46;1.37;0.96
-0.74;-0.67;0.58;224950;0.48;-2.67;1.69;-3.13;-0.53;1.43;1.34
-0.80;-0.45;0.44;224951;-0.51;2.16;-1.45;-3.21;-0.58;1.47;1.03
-0.84;-0.10;0.31;224951;-0.46;3.56;-1.31;-3.30;-0.59;1.51;0.81
-0.82;0.41;0.16;224951;0.21;5.06;-1.46;-3.38;-0.54;1.52;0.87
-0.68;-0.03;0.62;224951;1.41;-4.39;4.62;-3.45;-0.55;1.58;0.85
-0.72;0.59;0.24;224951;-0.41;6.16;-3.89;-3.52;-0.49;1.61;0.92
-0.87;-0.00;0.36;224951;-1.52;-5.88;1.29;-3.61;-0.49;1.64;0.89
-0.86;-0.03;0.22;224951;0.08;-0.30;-1.43;-3.69;-0.49;1.67;0.80
-0.84;-0.23;0.33;224951;0.22;-1.93;1.07;-3.78;-0.51;1.70;0.87
-0.71;-0.87;0.57;224951;1.30;-6.48;2.43;-3.85;-0.60;1.76;1.60
-0.88;-0.36;0.41;224951;-1.65;5.16;-1.61;-3.93;-0.64;1.80;1.06
-0.81;-0.25;0.38;224952;0.63;1.04;-0.27;-4.02;-0.66;1.84;0.87
-0.80;0.13;0.24;224952;0.09;3.84;-1.41;-4.10;-0.65;1.86;0.72
-0.84;-0.08;0.33;224952;-0.34;-2.08;0.84;-4.18;-0.66;1.89;0.82
-0.74;0.55;0.26;224952;0.95;6.25;-0.73;-4.25;-0.60;1.92;0.91
-0.85;0.09;0.34;224952;-1.11;-4.54;0.87;-4.34;-0.59;1.95;0.85
-0.84;-0.01;0.24;224952;0.17;-1.03;-0.99;-4.42;-0.60;1.98;0.76
-0.83;-0.19;0.28;224952;0.02;-1.76;0.40;-4.51;-0.61;2.01;0.81
-0.67;-0.77;0.57;224952;1.61;-5.85;2.91;-4.57;-0.69;2.06;1.38
-0.83;-0.46;0.44;224952;-1.52;3.13;-1.30;-4.66;-0.74;2.11;1.09
-0.81;-0.10;0.34;224952;0.17;3.58;-1.08;-4.74;-0.75;2.14;0.78
-0.84;0.03;0.25;224953;-0.28;1.33;-0.83;-4.82;-0.74;2.17;0.77
-0.82;-0.07;0.27;224953;0.16;-1.04;0.12;-4.90;-0.75;2.19;0.75
-0.78;0.50;0.30;224953;0.43;5.66;0.30;-4.98;-0.70;2.22;0.94
-0.82;0.15;0.28;224953;-0.39;-3.45;-0.15;-5.06;-0.69;2.25;0.77
-0.83;0.03;0.24;224953;-0.12;-1.18;-0.44;-5.15;-0.68;2.27;0.74
-0.83;-0.12;0.30;224953;-0.06;-1.56;0.65;-5.23;-0.69;2.30;0.80
-0.74;-0.67;0.53;224953;0.99;-5.44;2.25;-5.30;-0.76;2.36;1.26
-0.81;-0.45;0.48;224953;-0.76;2.14;-0.42;-5.38;-0.81;2.41;1.10
-0.82;-0.32;0.40;224953;-0.06;1.36;-0.87;-5.47;-0.84;2.44;0.93
-0.79;0.05;0.25;224953;0.23;3.67;-1.51;-5.55;-0.83;2.47;0.69
-0.66;0.57;0.19;224954;1.38;5.18;-0.62;-5.61;-0.78;2.49;0.79
-0.77;0.59;0.29;224954;-1.12;0.27;1.05;-5.69;-0.72;2.52;1.03
-0.84;0.20;0.28;224954;-0.70;-3.97;-0.09;-5.77;-0.70;2.55;0.82
-0.81;0.07;0.27;224954;0.30;-1.26;-0.12;-5.85;-0.69;2.57;0.73
-0.84;-0.08;0.28;224954;-0.31;-1.46;0.11;-5.94;-0.70;2.60;0.79
-0.77;-0.58;0.48;224954;0.71;-5.05;1.99;-6.01;-0.76;2.65;1.16
-0.84;-0.54;0.55;224954;-0.76;0.43;0.73;-6.10;-0.81;2.70;1.31
-0.81;-0.51;0.45;224954;0.34;0.30;-1.01;-6.18;-0.86;2.75;1.12
-0.83;-0.04;0.25;224954;-0.21;4.70;-1.99;-6.26;-0.86;2.77;0.76
-0.89;0.17;0.33;224954;-0.55;2.08;0.79;-6.35;-0.85;2.81;0.93
-0.72;0.04;0.36;224955;1.69;-1.28;0.29;-6.42;-0.84;2.84;0.65
-0.76;0.52;0.26;224955;-0.39;4.78;-1.04;-6.50;-0.79;2.87;0.91
-0.87;0.06;0.35;224955;-1.10;-4.61;0.88;-6.59;-0.78;2.90;0.87
-0.85;-0.05;0.26;224955;0.20;-1.10;-0.89;-6.67;-0.79;2.93;0.79
-0.81;-0.27;0.34;224955;0.36;-2.19;0.80;-6.75;-0.82;2.96;0.84
-0.71;-0.79;0.58;224955;0.96;-5.21;2.38;-6.82;-0.89;3.02;1.47
-0.81;-0.38;0.40;224955;-0.95;4.14;-1.72;-6.90;-0.93;3.06;0.96
-0.85;-0.40;0.43;224955;-0.44;-0.27;0.26;-6.99;-0.97;3.10;1.08
-0.82;0.08;0.24;224955;0.36;4.79;-1.90;-7.07;-0.97;3.13;0.73
-0.79;0.40;0.20;224955;0.28;3.21;-0.36;-7.15;-0.93;3.15;0.82
-0.77;0.53;0.31;224956;0.22;1.37;1.09;-7.23;-0.87;3.18;0.97
-0.84;0.18;0.30;224956;-0.68;-3.55;-0.13;-7.31;-0.85;3.21;0.82
-0.83;0.01;0.23;224956;0.04;-1.69;-0.71;-7.39;-0.85;3.23;0.74
-0.84;-0.16;0.30;224956;-0.07;-1.73;0.69;-7.48;-0.87;3.26;0.82
-0.74;-0.69;0.50;224956;1.02;-5.24;2.04;-7.55;-0.94;3.31;1.27
-0.79;-0.59;0.51;224956;-0.55;0.96;0.12;-7.63;-1.00;3.36;1.24
-0.81;-0.29;0.38;224956;-0.19;2.99;-1.28;-7.71;-1.03;3.40;0.89
-0.79;0.05;0.25;224956;0.18;3.38;-1.33;-7.79;-1.02;3.43;0.69
-0.78;-0.06;0.03;224956;0.17;-1.02;-2.23;-7.87;-1.03;3.43;0.61
-0.73;0.51;0.26;224956;0.45;5.62;2.31;-7.94;-0.98;3.45;0.86
-0.88;-0.11;0.38;224957;-1.50;-6.16;1.22;-8.03;-0.99;3.49;0.93
-0.84;-0.03;0.22;224957;0.41;0.75;-1.56;-8.11;-0.99;3.51;0.76
-0.84;-0.35;0.40;224957;0.03;-3.13;1.71;-8.20;-1.03;3.55;0.98
-0.70;-0.88;0.61;224957;1.36;-5.36;2.19;-8.27;-1.11;3.62;1.65
-0.80;-0.27;0.35;224957;-0.99;6.14;-2.69;-8.35;-1.14;3.65;0.83
-0.84;-0.25;0.38;224957;-0.41;0.14;0.33;-8.43;-1.17;3.69;0.92
-0.81;0.04;0.28;224957;0.27;2.97;-0.95;-8.51;-1.16;3.72;0.75
-0.78;0.74;0.11;224957;0.38;6.98;-1.73;-8.59;-1.09;3.73;1.17
-0.79;0.30;0.46;224957;-0.09;-4.46;3.47;-8.67;-1.06;3.77;0.91
-0.81;0.35;0.19;224957;-0.20;0.54;-2.69;-8.75;-1.02;3.79;0.81
-0.83;-0.05;0.28;224958;-0.21;-3.96;0.93;-8.83;-1.03;3.82;0.76
-0.84;-0.25;0.31;224958;-0.10;-2.08;0.29;-8.92;-1.05;3.85;0.86
-0.71;-0.66;0.49;224958;1.30;-4.07;1.82;-8.99;-1.12;3.90;1.18
-0.83;-0.46;0.46;224958;-1.27;1.97;-0.28;-9.07;-1.17;3.95;1.13
-0.75;-0.22;0.34;224958;0.81;2.44;-1.25;-9.15;-1.19;3.98;0.73
-0.80;0.08;0.26;224958;-0.46;3.05;-0.83;-9.23;-1.18;4.01;0.71
-0.81;0.44;0.22;224958;-0.13;3.52;-0.41;-9.31;-1.14;4.03;0.90
-0.76;0.42;0.33;224958;0.48;-0.14;1.10;-9.38;-1.09;4.06;0.87
-0.80;0.25;0.26;224958;-0.34;-1.71;-0.62;-9.46;-1.07;4.09;0.77
-0.84;-0.01;0.26;224958;-0.41;-2.57;0.01;-9.55;-1.07;4.11;0.77
-0.83;-0.14;0.30;224959;0.05;-1.35;0.34;-9.63;-1.08;4.14;0.80
-0.75;-0.67;0.53;224959;0.79;-5.34;2.36;-9.71;-1.15;4.20;1.31
-0.83;-0.45;0.46;224959;-0.77;2.24;-0.73;-9.79;-1.20;4.24;1.11
-0.80;-0.43;0.43;224959;0.28;0.24;-0.28;-9.87;-1.24;4.29;1.01
-0.81;0.06;0.25;224959;-0.03;4.85;-1.80;-9.95;-1.23;4.31;0.72
-0.79;0.30;0.29;224959;0.14;2.44;0.38;-10.03;-1.20;4.34;0.80
-0.77;0.31;0.41;224959;0.19;0.06;1.17;-10.11;-1.17;4.38;0.86
-0.77;0.36;0.26;224959;0.04;0.53;-1.46;-10.18;-1.14;4.41;0.79
-0.82;0.02;0.30;224959;-0.48;-3.42;0.39;-10.26;-1.13;4.44;0.76
-0.84;-0.12;0.29;224959;-0.21;-1.36;-0.14;-10.35;-1.15;4.47;0.80
-0.79;-0.56;0.47;22500;0.48;-4.41;1.82;-10.43;-1.20;4.51;1.15
-0.80;-0.56;0.55;22500;-0.07;-0.06;0.83;-10.51;-1.26;4.57;1.25
-0.79;-0.47;0.44;22500;0.01;0.96;-1.14;-10.59;-1.30;4.61;1.04
-0.83;0.05;0.27;22500;-0.33;5.18;-1.71;-10.67;-1.30;4.64;0.76
-0.82;0.47;0.07;22500;0.06;4.18;-1.91;-10.75;-1.25;4.65;0.90
-0.73;0.11;0.36;22500;0.93;-3.55;2.86;-10.82;-1.24;4.68;0.67
-0.73;0.61;0.23;22500;-0.07;4.95;-1.27;-10.90;-1.18;4.71;0.96
-0.86;-0.07;0.33;22500;-1.22;-6.74;1.01;-10.98;-1.19;4.74;0.85
-0.84;-0.09;0.27;22500;0.17;-0.27;-0.63;-11.07;-1.20;4.77;0.79
-0.76;-0.46;0.39;22500;0.80;-3.62;1.21;-11.14;-1.24;4.81;0.94
-0.76;-0.70;0.60;22501;0.04;-2.39;2.13;-11.22;-1.31;4.87;1.42
-0.83;-0.45;0.44;22501;-0.72;2.47;-1.64;-11.30;-1.36;4.91;1.08
-0.82;-0.09;0.30;22501;0.07;3.62;-1.46;-11.38;-1.37;4.94;0.77
-0.80;0.12;0.36;22501;0.19;2.07;0.66;-11.46;-1.35;4.98;0.79
-0.71;0.46;0.40;22501;0.92;3.42;0.38;-11.53;-1.31;5.02;0.88
-0.67;0.54;0.19;22501;0.37;0.79;-2.14;-11.60;-1.25;5.03;0.78
-0.80;0.03;0.33;22501;-1.28;-5.09;1.47;-11.68;-1.25;5.07;0.75
-0.86;-0.06;0.27;22501;-0.56;-0.97;-0.60;-11.77;-1.26;5.09;0.81
-0.80;-0.37;0.36;22501;0.60;-3.07;0.85;-11.85;-1.29;5.13;0.90
-0.72;-0.76;0.59;22501;0.75;-3.86;2.35;-11.92;-1.37;5.19;1.45
-0.82;-0.32;0.39;22502;-1.02;4.40;-2.08;-12.00;-1.40;5.23;0.93
-0.84;-0.25;0.37;22502;-0.21;0.71;-0.15;-12.09;-1.43;5.27;0.91
-0.82;0.10;0.27;22502;0.29;3.46;-1.03;-12.17;-1.42;5.29;0.75
-0.81;-0.12;0.23;22502;0.05;-2.18;-0.40;-12.25;-1.43;5.31;0.72
-0.75;0.51;0.26;22502;0.59;6.29;0.28;-12.32;-1.38;5.34;0.89
-0.85;0.10;0.35;22502;-1.00;-4.11;0.94;-12.41;-1.37;5.38;0.86
-0.85;0.00;0.25;22502;0.01;-0.96;-1.02;-12.49;-1.37;5.40;0.78
-0.82;-0.16;0.33;22502;0.26;-1.61;0.87;-12.58;-1.38;5.43;0.82
-0.76;-0.65;0.53;22502;0.65;-4.88;1.99;-12.65;-1.45;5.49;1.28
-0.82;-0.49;0.46;22502;-0.60;1.54;-0.71;-12.73;-1.50;5.53;1.13
-0.81;-0.30;0.41;22503;0.14;1.89;-0.56;-12.82;-1.53;5.57;0.90
-0.83;-0.05;0.30;22503;-0.22;2.54;-1.09;-12.90;-1.53;5.60;0.77
-0.76;0.28;0.38;22503;0.69;3.24;0.80;-12.97;-1.50;5.64;0.79
-0.75;0.18;0.50;22503;0.08;-0.93;1.20;-13.05;-1.48;5.69;0.84
-0.74;0.49;0.21;22503;0.06;3.02;-2.87;-13.12;-1.44;5.71;0.83
-0.81;0.00;0.33;22503;-0.62;-4.84;1.21;-13.20;-1.44;5.74;0.76
-0.85;-0.12;0.28;22503;-0.47;-1.26;-0.48;-13.29;-1.45;5.77;0.82
-0.76;-0.51;0.48;22503;0.90;-3.88;1.94;-13.37;-1.50;5.82;1.07
-0.83;-0.58;0.55;22503;-0.64;-0.67;0.80;-13.45;-1.56;5.87;1.33
-0.79;-0.42;0.44;22503;0.42;1.61;-1.15;-13.53;-1.60;5.92;0.99
-0.82;0.00;0.27;22504;-0.38;4.20;-1.73;-13.61;-1.60;5.95;0.75
-0.90;0.37;0.30;22504;-0.78;3.73;0.37;-13.70;-1.56;5.98;1.04
-0.73;0.18;0.41;22504;1.67;-1.93;1.05;-13.77;-1.54;6.02;0.74
-0.76;0.44;0.26;22504;-0.25;2.55;-1.48;-13.85;-1.50;6.04;0.83
-0.81;0.05;0.30;22504;-0.55;-3.85;0.37;-13.93;-1.50;6.07;0.75
-0.85;-0.08;0.27;22504;-0.37;-1.35;-0.31;-14.01;-1.50;6.10;0.80
