ax;ay;az;temp;dax;day;daz;iax;iay;iaz;norm
-0.35;0.54;0.88;18154;-0.03;-0.03;0.01;-3.36;5.20;8.54;1.18
-0.35;0.54;0.88;18154;-0.00;0.01;-0.02;-3.40;5.25;8.62;1.18
-0.35;0.54;0.88;18155;-0.02;0.04;0.04;-3.43;5.30;8.71;1.19
-0.34;0.53;0.88;18155;0.06;-0.07;-0.05;-3.47;5.36;8.80;1.17
-0.35;0.54;0.88;18155;-0.02;0.03;0.03;-3.50;5.41;8.89;1.18
-0.35;0.54;0.88;18155;0.00;0.00;0.02;-3.54;5.46;8.98;1.19
-0.35;0.54;0.88;18155;0.00;0.03;-0.04;-3.57;5.52;9.06;1.18
-0.35;0.54;0.88;18155;-0.00;-0.02;-0.01;-3.61;5.57;9.15;1.18
-0.35;0.54;0.87;18155;-0.01;-0.01;-0.07;-3.64;5.63;9.24;1.17
-0.34;0.54;0.88;18155;0.09;0.02;0.09;-3.67;5.68;9.33;1.18
-0.35;0.53;0.88;18155;-0.06;-0.05;0.05;-3.71;5.73;9.42;1.18
-0.35;0.54;0.87;18155;0.00;0.06;-0.11;-3.74;5.79;9.50;1.17
-0.35;0.54;0.88;18156;-0.01;0.02;0.08;-3.78;5.84;9.59;1.19
-0.35;0.54;0.88;18156;-0.02;-0.06;-0.02;-3.81;5.89;9.68;1.18
-0.35;0.53;0.88;18156;0.01;-0.02;0.00;-3.85;5.95;9.77;1.18
-0.35;0.53;0.88;18156;0.00;0.01;0.02;-3.88;6.00;9.85;1.18
-0.34;0.54;0.88;18156;0.02;0.03;-0.05;-3.92;6.06;9.94;1.18
-0.35;0.54;0.88;18156;-0.01;0.02;0.05;-3.95;6.11;10.03;1.19
-0.35;0.54;0.88;18156;-0.02;0.00;-0.02;-3.99;6.16;10.12;1.19
-0.35;0.54;0.88;18156;0.00;0.02;-0.02;-4.02;6.22;10.21;1.18
-0.35;0.54;0.88;18156;0.01;0.01;-0.01;-4.06;6.27;10.29;1.18
-0.35;0.54;0.88;18156;-0.01;-0.05;0.06;-4.09;6.33;10.38;1.19
-0.34;0.54;0.88;18157;0.03;0.01;-0.03;-4.12;6.38;10.47;1.18
-0.35;0.53;0.88;18157;-0.04;-0.06;0.02;-4.16;6.43;10.56;1.18
-0.34;0.54;0.88;18157;0.03;0.03;0.00;-4.19;6.49;10.65;1.18
-0.35;0.54;0.88;18157;-0.04;0.02;-0.02;-4.23;6.54;10.73;1.19
-0.35;0.54;0.88;18157;0.02;-0.00;0.04;-4.26;6.59;10.82;1.19
-0.35;0.54;0.88;18157;-0.03;-0.02;-0.04;-4.30;6.65;10.91;1.18
-0.35;0.54;0.88;18157;0.03;0.07;0.02;-4.33;6.70;11.00;1.19
-0.35;0.54;0.88;18157;-0.02;-0.05;0.00;-4.37;6.75;11.09;1.19
-0.35;0.54;0.88;18157;0.01;0.01;-0.07;-4.40;6.81;11.17;1.18
-0.35;0.53;0.88;18157;-0.01;-0.06;0.04;-4.44;6.86;11.26;1.18
-0.35;0.53;0.87;18158;-0.01;-0.02;-0.09;-4.47;6.92;11.35;1.16
-0.35;0.53;0.88;18158;0.02;0.02;0.11;-4.51;6.97;11.44;1.18
-0.34;0.53;0.88;18158;0.06;0.00;0.00;-4.54;7.02;11.53;1.18
-0.35;0.53;0.88;18158;-0.06;0.01;-0.02;-4.58;7.08;11.61;1.18
-0.35;0.54;0.87;18158;-0.02;0.03;-0.06;-4.61;7.13;11.70;1.18
-0.35;0.53;0.88;18158;0.04;-0.04;0.04;-4.65;7.18;11.79;1.17
-0.35;0.54;0.88;18158;-0.02;0.05;-0.01;-4.68;7.24;11.88;1.18
-0.35;0.53;0.88;18158;0.00;-0.05;0.02;-4.71;7.29;11.96;1.18
-0.35;0.53;0.89;18158;-0.02;-0.01;0.11;-4.75;7.34;12.05;1.20
-0.34;0.54;0.88;18158;0.05;0.05;-0.07;-4.78;7.40;12.14;1.19
-0.35;0.54;0.87;18159;-0.02;-0.02;-0.08;-4.82;7.45;12.23;1.17
-0.35;0.54;0.88;18159;0.00;0.01;0.03;-4.85;7.50;12.32;1.18
-0.35;0.54;0.89;18159;0.00;0.02;0.09;-4.89;7.56;12.41;1.20
-0.35;0.54;0.88;18159;0.00;-0.01;-0.08;-4.92;7.61;12.49;1.18
-0.35;0.54;0.88;18159;-0.00;0.00;-0.01;-4.96;7.66;12.58;1.18
-0.35;0.54;0.88;18159;0.01;0.03;-0.02;-4.99;7.72;12.67;1.18
-0.34;0.54;0.88;18159;0.01;-0.05;0.00;-5.03;7.77;12.76;1.17
-0.34;0.54;0.88;18159;0.00;0.04;0.05;-5.06;7.83;12.84;1.19
-0.34;0.54;0.88;18159;0.00;-0.00;0.00;-5.10;7.88;12.93;1.19
-0.35;0.53;0.88;18159;-0.03;-0.04;-0.01;-5.13;7.93;13.02;1.18
-0.35;0.53;0.88;181510;-0.00;-0.00;0.00;-5.17;7.99;13.11;1.18
-0.35;0.54;0.88;181510;0.02;0.06;-0.01;-5.20;8.04;13.20;1.18
-0.34;0.53;0.87;181510;0.04;-0.05;-0.10;-5.23;8.09;13.28;1.16
-0.35;0.54;0.89;181510;-0.08;0.06;0.16;-5.27;8.15;13.37;1.20
-0.35;0.54;0.88;181510;0.02;-0.04;-0.10;-5.30;8.20;13.46;1.17
-0.36;0.54;0.90;181510;-0.11;0.01;0.20;-5.34;8.26;13.55;1.22
-0.36;0.52;0.87;181510;-0.02;-0.13;-0.21;-5.38;8.31;13.64;1.17
-0.34;0.54;0.89;181510;0.16;0.16;0.14;-5.41;8.36;13.73;1.20
-0.35;0.53;0.88;181510;-0.09;-0.11;-0.12;-5.44;8.42;13.81;1.17
-0.34;0.54;0.88;181510;0.09;0.11;0.07;-5.48;8.47;13.90;1.19
-0.35;0.53;0.87;181511;-0.09;-0.08;-0.19;-5.51;8.52;13.99;1.16
-0.35;0.55;0.88;181511;0.05;0.15;0.20;-5.55;8.58;14.08;1.20
-0.35;0.54;0.87;181511;-0.02;-0.08;-0.12;-5.58;8.63;14.16;1.17
-0.35;0.53;0.88;181511;0.01;-0.05;0.08;-5.62;8.68;14.25;1.18
-0.35;0.54;0.87;181511;0.02;0.10;-0.11;-5.65;8.74;14.34;1.17
-0.35;0.53;0.88;181511;-0.05;-0.13;0.10;-5.69;8.79;14.43;1.18
-0.35;0.54;0.87;181511;0.05;0.05;-0.06;-5.72;8.85;14.51;1.17
-0.34;0.54;0.88;181511;0.02;0.00;0.04;-5.76;8.90;14.60;1.18
-0.34;0.53;0.87;181511;0.06;-0.03;-0.11;-5.79;8.95;14.69;1.15
-0.33;0.54;0.88;181511;0.04;0.10;0.15;-5.83;9.01;14.78;1.18
-0.35;0.53;0.87;181512;-0.15;-0.16;-0.07;-5.86;9.06;14.86;1.17
-0.35;0.54;0.87;181512;0.01;0.11;-0.02;-5.90;9.11;14.95;1.17
-0.34;0.55;0.88;181512;0.06;0.09;0.05;-5.93;9.17;15.04;1.19
-0.35;0.54;0.88;181512;-0.05;-0.09;0.00;-5.96;9.22;15.13;1.18
-0.35;0.53;0.87;181512;-0.00;-0.07;-0.06;-6.00;9.28;15.21;1.16
-0.34;0.54;0.88;181512;0.03;0.11;0.09;-6.03;9.33;15.30;1.19
-0.35;0.54;0.88;181512;-0.05;0.00;-0.05;-6.07;9.38;15.39;1.18
-0.34;0.53;0.87;181512;0.05;-0.08;-0.04;-6.10;9.44;15.48;1.16
-0.35;0.54;0.88;181512;-0.02;0.06;0.13;-6.14;9.49;15.56;1.19
-0.35;0.52;0.85;181512;-0.08;-0.20;-0.30;-6.17;9.54;15.65;1.13
-0.34;0.56;0.88;181513;0.15;0.40;0.29;-6.21;9.60;15.74;1.21
-0.36;0.52;0.87;181513;-0.17;-0.39;-0.13;-6.24;9.65;15.83;1.16
-0.35;0.54;0.87;181513;0.08;0.18;0.03;-6.28;9.71;15.91;1.18
-0.34;0.56;0.88;181513;0.08;0.18;0.06;-6.31;9.76;16.00;1.20
-0.35;0.52;0.87;181513;-0.10;-0.34;-0.10;-6.35;9.81;16.09;1.16
-0.34;0.55;0.88;181513;0.11;0.25;0.09;-6.38;9.87;16.18;1.19
-0.35;0.55;0.88;181513;-0.06;-0.02;-0.02;-6.41;9.92;16.26;1.19
-0.35;0.53;0.88;181513;-0.04;-0.17;-0.00;-6.45;9.98;16.35;1.17
-0.35;0.54;0.87;181513;0.04;0.10;-0.04;-6.48;10.03;16.44;1.17
-0.34;0.55;0.88;181513;0.05;0.09;0.05;-6.52;10.09;16.53;1.19
-0.35;0.53;0.89;181514;-0.08;-0.18;0.10;-6.55;10.14;16.62;1.19
-0.35;0.52;0.87;181514;-0.05;-0.10;-0.16;-6.59;10.19;16.70;1.16
-0.34;0.56;0.88;181514;0.14;0.39;0.02;-6.62;10.25;16.79;1.20
-0.35;0.54;0.89;181514;-0.05;-0.15;0.11;-6.66;10.30;16.88;1.20
-0.34;0.52;0.86;181514;0.00;-0.23;-0.24;-6.69;10.35;16.97;1.13
-0.34;0.56;0.88;181514;0.05;0.35;0.16;-6.72;10.41;17.05;1.19
-0.35;0.53;0.87;181514;-0.11;-0.24;-0.05;-6.76;10.46;17.14;1.17
-0.34;0.54;0.87;181514;0.05;0.10;-0.01;-6.79;10.52;17.23;1.17
-0.34;0.55;0.89;181514;0.07;0.12;0.18;-6.83;10.57;17.32;1.21
-0.35;0.51;0.87;181514;-0.13;-0.40;-0.16;-6.86;10.62;17.40;1.15
-0.34;0.55;0.88;181515;0.09;0.39;0.11;-6.90;10.68;17.49;1.20
-0.35;0.55;0.88;181515;-0.03;-0.06;-0.01;-6.93;10.73;17.58;1.20
-0.35;0.52;0.87;181515;-0.08;-0.26;-0.10;-6.97;10.79;17.67;1.16
